timestamp,request_type,key,latency_ms,stale,returned_version,latest_version,interval_ms,status_code
1775114929.155831,read,k1,114.51888084411621,False,396,0,,200
1775114929.156107,read,k5,114.33792114257812,False,408,0,,200
1775114929.156277,read,k1,113.95502090454102,False,396,0,,200
1775114929.156439,read,k3,118.96586418151855,False,398,0,,200
1775114929.156588,read,k5,114.97807502746582,False,408,0,,200
1775114929.271391,read,k5,107.8639030456543,False,408,0,,200
1775114929.271583,read,k1,108.65187644958496,False,397,0,,200
1775114929.2717,read,k4,111.80591583251953,False,390,0,,200
1775114929.271808,read,k4,110.18681526184082,False,390,0,,200
1775114929.406049,read,k2,127.82597541809082,False,409,0,,200
1775114929.5896268,read,k1,178.62224578857422,False,398,0,,200
1775114929.671243,write,k2,628.70192527771,False,409,409,,201
1775114929.6717088,write,k3,629.798173904419,False,399,399,,201
1775114929.6719658,write,k1,629.7757625579834,False,397,397,,201
1775114929.672236,write,k1,631.2110424041748,False,395,395,,201
1775114929.672457,write,k1,630.4049491882324,False,396,396,,201
1775114929.7908852,read,k5,113.86895179748535,False,410,0,,200
1775114929.791384,write,k3,627.5851726531982,False,400,400,,201
1775114929.7916758,read,k1,111.98902130126953,False,398,397,119.21405792236328,200
1775114929.905685,write,k4,626.2621879577637,False,392,392,,201
1775114929.90626,write,k1,627.4778842926025,False,398,398,,201
1775114929.906549,write,k4,627.5510787963867,False,391,391,,201
1775114929.9193642,read,k4,111.61494255065918,False,393,392,12.806177139282227,200
1775114929.919848,read,k1,125.60796737670898,False,398,398,13.588190078735352,200
1775114930.066611,read,k4,142.30680465698242,False,393,392,160.05897521972656,200
1775114930.188472,read,k3,110.90707778930664,False,403,400,397.08709716796875,200
1775114930.1888158,read,k1,138.34500312805176,False,399,398,282.55605697631836,200
1775114930.189044,read,k5,137.80784606933594,False,413,0,,200
1775114930.189236,read,k2,138.23580741882324,False,412,409,517.9941654205322,200
1775114930.189417,read,k3,137.35294342041016,False,402,400,398.03504943847656,200
1775114930.1896079,read,k5,136.48605346679688,False,413,0,,200
1775114930.21423,write,k2,617.9361343383789,False,410,410,,201
1775114930.2924101,write,k5,614.0997409820557,False,410,410,,201
1775114930.292661,write,k4,616.2087917327881,False,393,393,,201
1775114930.292823,write,k5,617.2869205474854,False,409,409,,201
1775114930.3004181,read,k1,106.37903213500977,False,399,398,394.15812492370605,200
1775114930.3006248,read,k2,105.74793815612793,False,412,410,86.39788627624512,200
1775114930.312783,read,k3,113.78693580627441,False,404,400,521.3980674743652,200
1775114930.312999,read,k2,113.72494697570801,False,412,410,98.7710952758789,200
1775114930.313194,read,k2,114.65978622436523,False,412,410,98.96492958068848,200
1775114930.327531,read,k5,109.44724082946777,False,414,410,34.70301628112793,200
1775114930.4028502,read,k5,104.13789749145508,False,414,410,110.02182960510254,200
1775114930.418161,write,k3,621.1910247802734,False,401,401,,201
1775114930.430648,read,k4,107.96904563903809,False,395,393,137.98284530639648,200
1775114930.432906,read,k3,111.81521415710449,False,404,401,14.74618911743164,200
1775114930.520329,write,k5,610.4419231414795,False,411,411,,201
1775114930.5225248,write,k1,608.9029312133789,False,399,399,,201
1775114930.524338,write,k2,609.2710494995117,False,411,411,,201
1775114930.535425,read,k3,106.45699501037598,False,405,401,117.2640323638916,200
1775114930.548637,read,k4,109.49087142944336,False,395,393,255.97095489501953,200
1775114930.5492768,read,k1,110.86583137512207,False,401,399,26.752948760986328,200
1775114930.5627651,write,k5,639.0650272369385,False,412,412,,201
1775114930.634572,read,k5,106.85300827026367,False,414,412,71.80595397949219,200
1775114930.655304,read,k3,111.76705360412598,False,405,401,237.14208602905273,200
1775114930.6873019,write,k2,635.3068351745605,False,412,412,,201
1775114930.688119,write,k3,635.3988647460938,False,402,402,,201
1775114930.688689,write,k5,637.2261047363281,False,413,413,,201
1775114930.689238,write,k5,637.5460624694824,False,414,414,,201
1775114930.6896698,write,k3,625.5040168762207,False,403,403,,201
1775114930.765439,read,k5,107.01394081115723,False,416,414,76.19595527648926,200
1775114930.8028579,read,k4,109.16304588317871,False,396,393,510.1900100708008,200
1775114930.803966,read,k4,107.06877708435059,False,396,393,511.30008697509766,200
1775114930.8075361,write,k3,612.1227741241455,False,404,404,,201
